lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
550,Chi-Square Independence,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
550,Chi-Square Independence,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
551,Variance Tests,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
551,Variance Tests,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
552,ANOVA,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
552,ANOVA,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
553,p-Value Visualiser,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
553,p-Value Visualiser,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
554,Type I and Type II Errors,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
554,Type I and Type II Errors,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
555,Power of a Test,SE=\frac{s}{\sqrt{n}},core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
555,Power of a Test,estimate\pm critical\ value\times SE,core lesson content formula card,inference.core-model,primary-control,inference-result,needs-review
334,Sequence Generator,a_n=f(n),core lesson content formula card,sequence.generator,primary-control,sequence-result,needs-review
334,Sequence Generator,a_n=a_1+(n-1)d,core lesson content formula card,sequence.generator,primary-control,sequence-result,needs-review
335,Arithmetic Sequences,a_n=a_1+(n-1)d,core lesson content formula card,sequence.arithmetic-sequence,primary-control,sequence-result,needs-review
335,Arithmetic Sequences,a_n=a_1r^{n-1},core lesson content formula card,sequence.arithmetic-sequence,primary-control,sequence-result,needs-review
336,Geometric Sequences,a_n=a_1 r^(n-1),core lesson content formula card,sequence.geometric-sequence,primary-control,sequence-result,needs-review
336,Geometric Sequences,a_n=a_1+(n-1)d,core lesson content formula card,sequence.geometric-sequence,primary-control,sequence-result,needs-review
337,Recursive Sequences,a_{n+1}=f(a_n),core lesson content formula card,sequence.recursive-sequence,primary-control,sequence-result,needs-review
337,Recursive Sequences,a_n=a_1+(n-1)d,core lesson content formula card,sequence.recursive-sequence,primary-control,sequence-result,needs-review
338,Fibonacci Sequence,F_n=F_{n-1}+F_{n-2},core lesson content formula card,sequence.fibonacci,primary-control,sequence-result,needs-review
338,Fibonacci Sequence,a_n=a_1+(n-1)d,core lesson content formula card,sequence.fibonacci,primary-control,sequence-result,needs-review
339,Sigma Notation,sum_{k=m}^{n} f(k),core lesson content formula card,sequence.sigma,primary-control,sequence-result,needs-review
339,Sigma Notation,a_n=a_1+(n-1)d,core lesson content formula card,sequence.sigma,primary-control,sequence-result,needs-review
340,Arithmetic Series,S_n=n(a_1+a_n)/2,core lesson content formula card,sequence.arithmetic-series,primary-control,sequence-result,needs-review
340,Arithmetic Series,a_n=a_1+(n-1)d,core lesson content formula card,sequence.arithmetic-series,primary-control,sequence-result,needs-review
341,Geometric Series,S_n=a(1-r^n)/(1-r),core lesson content formula card,sequence.geometric-series,primary-control,sequence-result,needs-review
341,Geometric Series,a_n=a_1+(n-1)d,core lesson content formula card,sequence.geometric-series,primary-control,sequence-result,needs-review
342,Convergence and Divergence,|r|<1,core lesson content formula card,sequence.convergence,primary-control,sequence-result,needs-review
342,Convergence and Divergence,a_n=a_1+(n-1)d,core lesson content formula card,sequence.convergence,primary-control,sequence-result,needs-review
343,Power Series,sum c_n(x-a)^n,core lesson content formula card,sequence.power-series,primary-control,sequence-result,needs-review
343,Power Series,a_n=a_1+(n-1)d,core lesson content formula card,sequence.power-series,primary-control,sequence-result,needs-review
344,Taylor and Maclaurin Series,sum f^(n)(a)(x-a)^n/n!,core lesson content formula card,sequence.taylor-maclaurin,primary-control,sequence-result,needs-review
344,Taylor and Maclaurin Series,a_n=a_1+(n-1)d,core lesson content formula card,sequence.taylor-maclaurin,primary-control,sequence-result,needs-review
345,Binomial Series,"(1+x)^p=sum binom(p,n)x^n",core lesson content formula card,sequence.binomial-series,primary-control,sequence-result,needs-review
345,Binomial Series,a_n=a_1+(n-1)d,core lesson content formula card,sequence.binomial-series,primary-control,sequence-result,needs-review
346,Recurrence Modelling,x_{n+1}=f(x_n),core lesson content formula card,sequence.recurrence-model,primary-control,sequence-result,needs-review
346,Recurrence Modelling,a_n=a_1+(n-1)d,core lesson content formula card,sequence.recurrence-model,primary-control,sequence-result,needs-review
347,Matrix Builder,a_ij,core lesson content formula card,matrix.builder,primary-control,matrix-result,needs-review
347,Matrix Builder,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.builder,primary-control,matrix-result,needs-review
348,Matrix Addition and Subtraction,C_ij=A_ij+B_ij,core lesson content formula card,matrix.addition-subtraction,primary-control,matrix-result,needs-review
348,Matrix Addition and Subtraction,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.addition-subtraction,primary-control,matrix-result,needs-review
349,Scalar Multiplication,(kA)_ij=kA_ij,core lesson content formula card,matrix.scalar-multiplication,primary-control,matrix-result,needs-review
349,Scalar Multiplication,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.scalar-multiplication,primary-control,matrix-result,needs-review
350,Matrix Multiplication,C_ij=sum A_ik B_kj,core lesson content formula card,matrix.matrix-multiplication,primary-control,matrix-result,needs-review
350,Matrix Multiplication,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.matrix-multiplication,primary-control,matrix-result,needs-review
351,Identity Matrix,AI=IA=A,core lesson content formula card,matrix.identity,primary-control,matrix-result,needs-review
351,Identity Matrix,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.identity,primary-control,matrix-result,needs-review
352,Transpose,(A^T)_ij=A_ji,core lesson content formula card,matrix.transpose,primary-control,matrix-result,needs-review
352,Transpose,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.transpose,primary-control,matrix-result,needs-review
353,Determinant,det A=ad-bc,core lesson content formula card,matrix.determinant,primary-control,matrix-result,needs-review
353,Determinant,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.determinant,primary-control,matrix-result,needs-review
354,Matrix Inverse,AA^{-1}=I,core lesson content formula card,matrix.inverse,primary-control,matrix-result,needs-review
354,Matrix Inverse,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.inverse,primary-control,matrix-result,needs-review
355,Row Operations,R_i <- R_i+kR_j,core lesson content formula card,matrix.row-operations,primary-control,matrix-result,needs-review
355,Row Operations,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.row-operations,primary-control,matrix-result,needs-review
356,RREF,pivot=1,core lesson content formula card,matrix.rref,primary-control,matrix-result,needs-review
356,RREF,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.rref,primary-control,matrix-result,needs-review
357,Augmented Matrices,[A|b],core lesson content formula card,matrix.augmented,primary-control,matrix-result,needs-review
357,Augmented Matrices,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.augmented,primary-control,matrix-result,needs-review
358,Linear Transformations,T(au+bv)=aT(u)+bT(v),core lesson content formula card,matrix.linear-transformations,primary-control,matrix-result,needs-review
358,Linear Transformations,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.linear-transformations,primary-control,matrix-result,needs-review
359,Eigenvalues and Eigenvectors,m=\frac{y_2-y_1}{x_2-x_1},core lesson content formula card,matrix.eigen-directions,matrix-entry|vector-angle,eigenvalues|eigenvector-status|transformed-vector,needs-review
359,Eigenvalues and Eigenvectors,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.eigen-directions,matrix-entry|vector-angle,eigenvalues|eigenvector-status|transformed-vector,needs-review
359,Eigenvalues and Eigenvectors,Av=\begin{pmatrix}a&b\\c&d\end{pmatrix}\begin{pmatrix}x\\y\end{pmatrix},core lesson content formula card,matrix.eigen-directions,matrix-entry|vector-angle,eigenvalues|eigenvector-status|transformed-vector,needs-review
360,Basis and Dimension,dim V=number of basis vectors,core lesson content formula card,matrix.basis-dimension,primary-control,matrix-result,needs-review
360,Basis and Dimension,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.basis-dimension,primary-control,matrix-result,needs-review
361,Linear Independence,c_1v_1+...+c_nv_n=0 implies all c_i=0,core lesson content formula card,matrix.linear-independence,primary-control,matrix-result,needs-review
361,Linear Independence,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.linear-independence,primary-control,matrix-result,needs-review
362,Vector Spaces,"u,v in V implies u+v in V and kv in V",core lesson content formula card,matrix.vector-spaces,primary-control,matrix-result,needs-review
362,Vector Spaces,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.vector-spaces,primary-control,matrix-result,needs-review
363,Gram–Schmidt,u_k=v_k-proj_{u_1}(v_k)-...,core lesson content formula card,matrix.gram-schmidt,primary-control,matrix-result,needs-review
363,Gram–Schmidt,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.gram-schmidt,primary-control,matrix-result,needs-review
364,Least Squares,A^T A x=A^T b,core lesson content formula card,matrix.least-squares,primary-control,matrix-result,needs-review
364,Least Squares,\det\begin{pmatrix}a&b\\c&d\end{pmatrix}=ad-bc,core lesson content formula card,matrix.least-squares,primary-control,matrix-result,needs-review
365,Complex Plane,"z=a+bi -> (a,b)",core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
365,Complex Plane,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
366,Real and Imaginary Parts,"Re(a+bi)=a, Im(a+bi)=b",core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
366,Real and Imaginary Parts,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
367,Complex Addition,(a+bi)+(c+di)=(a+c)+(b+d)i,core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
367,Complex Addition,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
368,Complex Multiplication,(a+bi)(c+di)=(ac-bd)+(ad+bc)i,core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
368,Complex Multiplication,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
369,Complex Conjugate,conj(a+bi)=a-bi,core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
369,Complex Conjugate,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
370,Modulus and Argument,"r=|z|, theta=arg z",core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
370,Modulus and Argument,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
371,Polar Form,z=r(cos theta+i sin theta),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
371,Polar Form,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
372,Euler Form,z=re^(i theta),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
372,Euler Form,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
373,Powers,z^n=r^n e^(in theta),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
373,Powers,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
374,Roots,w_k=r^(1/n)e^((theta+2k pi)i/n),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
374,Roots,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
375,Polynomial Roots,a+bi root implies a-bi root,core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
375,Polynomial Roots,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
376,Möbius Transformations,w=(az+b)/(cz+d),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
376,Möbius Transformations,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
377,Complex Functions,w=f(z),core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
377,Complex Functions,|a+bi|=\sqrt{a^2+b^2},core lesson content formula card,complex.core-model,primary-control,complex-result,needs-review
378,3D Coordinate System,"P=(x,y,z)",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
378,3D Coordinate System,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
379,3D Points,"P=(a,b,c)",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
379,3D Points,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
380,Distance in 3D,d=sqrt((x2-x1)^2+(y2-y1)^2+(z2-z1)^2),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
380,Distance in 3D,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
381,Lines in 3D,r=a+lambda v,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
381,Lines in 3D,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
382,Planes,n dot (r-a)=0,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
382,Planes,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
383,Parallel and Perpendicular Planes,n1 parallel n2 or n1 dot n2=0,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
383,Parallel and Perpendicular Planes,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
384,Line–Plane Intersection,n dot (a+lambda v-p)=0,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
384,Line–Plane Intersection,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
385,Plane–Plane Intersection,"n1 dot r=d1, n2 dot r=d2",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
385,Plane–Plane Intersection,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
386,Angle Between Lines,cos theta=|u dot v|/(|u||v|),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
386,Angle Between Lines,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
387,Angle Between Planes,cos theta=|n1 dot n2|/(|n1||n2|),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
387,Angle Between Planes,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
388,Angle Between Line and Plane,sin theta=|v dot n|/(|v||n|),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
388,Angle Between Line and Plane,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
389,Point-to-Plane Distance,d=|Ax0+By0+Cz0+D|/sqrt(A^2+B^2+C^2),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
389,Point-to-Plane Distance,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
390,3D Vectors,|v|=sqrt(x^2+y^2+z^2),core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
390,3D Vectors,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
391,Cube,V=s^3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
391,Cube,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
392,Cuboid,V=lwh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
392,Cuboid,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
393,Prism,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
393,Prism,SA=sum\ of\ face\ areas,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
394,Pyramid,V=Bh/3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
394,Pyramid,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
395,Tetrahedron,V=sqrt(2)s^3/12,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
395,Tetrahedron,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
396,Regular Polyhedra,count=5,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
396,Regular Polyhedra,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
397,Cylinder,V=pi r^2 h,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
397,Cylinder,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
398,Cone,V=pi r^2 h/3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
398,Cone,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
399,Sphere,V=4pi r^3/3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
399,Sphere,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
400,Hemisphere,V=2pi r^3/3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
400,Hemisphere,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
401,Frustum,V=pi h(R^2+Rr+r^2)/3,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
401,Frustum,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
402,Surface of Revolution,S=2pi int radius ds,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
402,Surface of Revolution,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
403,Extrusion,V=A L,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
403,Extrusion,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
404,Nets of Solids,V=Bh,core lesson content formula card,geometry3d.solid-net,net-fold|net-face,fold-progress|face-correspondence,needs-review
404,Nets of Solids,SA=sum\ of\ face\ areas,core lesson content formula card,geometry3d.solid-net,net-fold|net-face,fold-progress|face-correspondence,needs-review
405,Cross-Sections,A_slice depends on plane position,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
405,Cross-Sections,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
406,Volume,V in cubic units,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
406,Volume,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
407,Surface Area,SA=sum of exposed areas,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
407,Surface Area,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
408,Euler's Polyhedron Formula,V-E+F=2,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
408,Euler's Polyhedron Formula,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
409,Transparent / X-Ray Mode,visible geometry = original geometry,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
409,Transparent / X-Ray Mode,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
410,Camera Controls,"object fixed, camera moves",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
410,Camera Controls,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
411,Orthographic Views,parallel lines stay parallel,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
411,Orthographic Views,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
412,AR Placement,world pose = position + rotation + scale,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
412,AR Placement,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
413,"Surface z=f(x,y)","z=f(x,y)",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
413,"Surface z=f(x,y)",V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
414,Implicit Surfaces,"F(x,y,z)=0",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
414,Implicit Surfaces,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
415,Parametric Surfaces,"r(u,v)=(x(u,v),y(u,v),z(u,v))",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
415,Parametric Surfaces,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
416,Space Curves,"r(t)=(x(t),y(t),z(t))",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
416,Space Curves,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
417,Quadric Surfaces,Ax^2+By^2+Cz^2+...=0,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
417,Quadric Surfaces,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
418,Cylindrical Coordinates,"x=r cos theta, y=r sin theta",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
418,Cylindrical Coordinates,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
419,Spherical Coordinates,"(rho,theta,phi)",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
419,Spherical Coordinates,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
420,Contour Curves,"f(x,y)=c",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
420,Contour Curves,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
421,Level Surfaces,"F(x,y,z)=c",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
421,Level Surfaces,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
422,Partial Derivatives,partial f/partial x,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
422,Partial Derivatives,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
423,Gradient Vector,"grad f=(f_x,f_y,f_z)",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
423,Gradient Vector,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
424,Tangent Plane,"z-z0=f_x(x0,y0)(x-x0)+f_y(x0,y0)(y-y0)",core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
424,Tangent Plane,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
425,Normal Vector,n=grad F,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
425,Normal Vector,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
426,Double Integrals,"int int_R f(x,y) dA",core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
426,Double Integrals,V=Bh,core lesson content formula card,geometry3d.core-model,primary-control,geometry3d-result,needs-review
427,Multivariable Optimisation,grad f=0,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
427,Multivariable Optimisation,V=Bh,core lesson content formula card,geometry3d.surface-family,primary-control,geometry3d-result,needs-review
556,Fundamental Counting Principle,total = a x b x c ...,core lesson content formula card,discrete.product,primary-control,discrete-result,needs-review
556,Fundamental Counting Principle,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.product,primary-control,discrete-result,needs-review
557,Factorials,n! = n(n-1)...1,core lesson content formula card,discrete.factorial,primary-control,discrete-result,needs-review
557,Factorials,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.factorial,primary-control,discrete-result,needs-review
558,Permutations,nPr = n!/(n-r)!,core lesson content formula card,discrete.permutation,primary-control,discrete-result,needs-review
558,Permutations,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.permutation,primary-control,discrete-result,needs-review
559,Permutations with Repetition,n^r,core lesson content formula card,discrete.repeated-permutation,primary-control,discrete-result,needs-review
559,Permutations with Repetition,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.repeated-permutation,primary-control,discrete-result,needs-review
560,Circular Permutations,(n-1)!,core lesson content formula card,discrete.circular-permutation,primary-control,discrete-result,needs-review
560,Circular Permutations,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.circular-permutation,primary-control,discrete-result,needs-review
561,Combinations,nCr = n!/(r!(n-r)!),core lesson content formula card,discrete.combination,primary-control,discrete-result,needs-review
561,Combinations,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.combination,primary-control,discrete-result,needs-review
562,Pascal's Triangle,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.pascal,primary-control,discrete-result,needs-review
562,Pascal's Triangle,|P(S)|=2^{|S|},core lesson content formula card,discrete.pascal,primary-control,discrete-result,needs-review
563,Inclusion–Exclusion,|A union B| = |A| + |B| - |A intersection B|,core lesson content formula card,discrete.inclusion-exclusion,primary-control,discrete-result,needs-review
563,Inclusion–Exclusion,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.inclusion-exclusion,primary-control,discrete-result,needs-review
564,Pigeonhole Principle,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.pigeonhole,primary-control,discrete-result,needs-review
564,Pigeonhole Principle,|P(S)|=2^{|S|},core lesson content formula card,discrete.pigeonhole,primary-control,discrete-result,needs-review
565,Vertex and Edge Builder,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.graph-builder,primary-control,discrete-result,needs-review
565,Vertex and Edge Builder,|P(S)|=2^{|S|},core lesson content formula card,discrete.graph-builder,primary-control,discrete-result,needs-review
566,Directed Graphs,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.directed,primary-control,discrete-result,needs-review
566,Directed Graphs,|P(S)|=2^{|S|},core lesson content formula card,discrete.directed,primary-control,discrete-result,needs-review
567,Weighted Graphs,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.weighted,primary-control,discrete-result,needs-review
567,Weighted Graphs,|P(S)|=2^{|S|},core lesson content formula card,discrete.weighted,primary-control,discrete-result,needs-review
